;date;pm25;pm10;o3;no2;so2;co;year_x;fecha;indicativo;nombre;provincia;altitud;tmed;prec;tmin;tmax;dir;velmedia;racha;sol;presmax;presmin;month;week;year_y;season;season_name
2019-01-25;2019-01-25;36.0;19.0;22.0;33.0;4.0;;2019;2019-01-25;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;10.8;0.0;4.8;4.8;2.0;2.5;11.4;9.7;941.2;936.4;1;4;2019;1;Winter
2019-01-25;2019-01-25;36.0;19.0;22.0;33.0;4.0;;2019;2019-01-25;3195;MADRID, RETIRO;MADRID;667.0;10.2;0.0;5.2;5.2;4.0;3.3;10.0;9.7;943.3;938.2;1;4;2019;1;Winter
2019-01-25;2019-01-25;36.0;19.0;22.0;33.0;4.0;;2019;2019-01-25;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;9.8;0.0;3.0;3.0;5.0;2.8;9.7;9.7;942.25;937.3;1;4;2019;1;Winter
2019-01-26;2019-01-26;46.0;12.0;26.0;14.0;3.0;;2019;2019-01-26;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;7.4;0.0;1.2;1.2;25.0;2.5;6.7;9.7;941.6;936.1;1;4;2019;1;Winter
2019-01-26;2019-01-26;46.0;12.0;26.0;14.0;3.0;;2019;2019-01-26;3195;MADRID, RETIRO;MADRID;667.0;7.4;0.0;2.2;2.2;22.0;1.1;5.0;9.7;943.9;939.3;1;4;2019;1;Winter
2019-01-26;2019-01-26;46.0;12.0;26.0;14.0;3.0;;2019;2019-01-26;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;6.0;0.0;-2.2;-2.2;24.0;1.1;4.7;9.7;942.75;937.7;1;4;2019;1;Winter
2019-01-27;2019-01-27;38.0;13.0;33.0;22.0;4.0;;2019;2019-01-27;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;8.0;0.0;4.0;4.0;29.0;6.4;18.6;9.2;937.9;933.5;1;4;2019;1;Winter
2019-01-27;2019-01-27;38.0;13.0;33.0;22.0;4.0;;2019;2019-01-27;3195;MADRID, RETIRO;MADRID;667.0;6.9;0.0;2.4;2.4;32.0;2.2;14.7;9.2;940.0;936.0;1;4;2019;1;Winter
2019-01-27;2019-01-27;38.0;13.0;33.0;22.0;4.0;;2019;2019-01-27;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;7.4;0.0;1.3;1.3;30.0;3.6;13.9;9.2;938.95;934.75;1;4;2019;1;Winter
2019-01-28;2019-01-28;27.0;16.0;28.0;23.0;4.0;;2019;2019-01-28;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;8.1;0.0;2.7;2.7;29.0;7.2;18.6;9.0;938.0;935.4;1;5;2019;1;Winter
2019-01-28;2019-01-28;27.0;16.0;28.0;23.0;4.0;;2019;2019-01-28;3195;MADRID, RETIRO;MADRID;667.0;8.4;0.0;3.7;3.7;26.0;3.9;15.3;9.0;940.7;935.7;1;5;2019;1;Winter
2019-01-28;2019-01-28;27.0;16.0;28.0;23.0;4.0;;2019;2019-01-28;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;8.7;0.0;3.1;3.1;31.0;5.3;19.4;9.0;939.35;935.55;1;5;2019;1;Winter
2019-01-29;2019-01-29;35.0;17.0;28.0;22.0;4.0;;2019;2019-01-29;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;7.7;0.0;3.8;3.8;27.0;5.6;15.6;3.6;937.8;930.9;1;5;2019;1;Winter
2019-01-29;2019-01-29;35.0;17.0;28.0;22.0;4.0;;2019;2019-01-29;3195;MADRID, RETIRO;MADRID;667.0;7.9;0.0;5.3;5.3;30.0;2.8;14.7;3.6;939.8;932.9;1;5;2019;1;Winter
2019-01-29;2019-01-29;35.0;17.0;28.0;22.0;4.0;;2019;2019-01-29;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;7.1;0.0;3.8;3.8;29.0;3.9;17.5;3.6;938.8;931.9;1;5;2019;1;Winter
2019-01-30;2019-01-30;33.0;14.0;20.0;16.0;4.0;;2019;2019-01-30;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;6.8;4.9;3.0;3.0;99.0;5.0;13.9;6.2;933.8;926.1;1;5;2019;1;Winter
2019-01-30;2019-01-30;33.0;14.0;20.0;16.0;4.0;;2019;2019-01-30;3195;MADRID, RETIRO;MADRID;667.0;7.2;4.1;4.2;4.2;26.0;3.3;10.8;6.2;936.1;928.3;1;5;2019;1;Winter
2019-01-30;2019-01-30;33.0;14.0;20.0;16.0;4.0;;2019;2019-01-30;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;7.7;3.7;3.2;3.2;30.0;3.3;14.2;6.2;934.95;927.2;1;5;2019;1;Winter
2019-01-31;2019-01-31;28.0;12.0;37.0;19.0;3.0;;2019;2019-01-31;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;10.2;7.2;6.9;6.9;23.0;8.3;20.0;2.8;926.1;917.5;1;5;2019;1;Winter
2019-01-31;2019-01-31;28.0;12.0;37.0;19.0;3.0;;2019;2019-01-31;3195;MADRID, RETIRO;MADRID;667.0;9.4;8.2;6.4;6.4;25.0;5.3;17.2;2.8;928.8;921.8;1;5;2019;1;Winter
2019-01-31;2019-01-31;28.0;12.0;37.0;19.0;3.0;;2019;2019-01-31;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;10.0;7.0;6.7;6.7;23.0;6.4;17.8;2.8;927.45;919.65;1;5;2019;1;Winter
2019-02-01;2019-02-01;27.0;9.0;31.0;15.0;4.0;;2019;2019-02-01;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;6.8;0.7;4.0;4.0;23.0;8.3;19.7;4.8;920.1;913.5;2;5;2019;1;Winter
2019-02-01;2019-02-01;27.0;9.0;31.0;15.0;4.0;;2019;2019-02-01;3195;MADRID, RETIRO;MADRID;667.0;6.4;1.0;3.5;3.5;26.0;3.9;16.1;4.8;922.0;916.0;2;5;2019;1;Winter
2019-02-01;2019-02-01;27.0;9.0;31.0;15.0;4.0;;2019;2019-02-01;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;6.6;0.5;3.8;3.8;25.0;5.0;21.7;4.8;921.05;914.75;2;5;2019;1;Winter
2019-02-02;2019-02-02;25.0;10.0;26.0;16.0;5.0;;2019;2019-02-02;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;5.0;0.0;2.1;2.1;30.0;4.7;18.1;9.2;939.6;920.1;2;5;2019;1;Winter
2019-02-02;2019-02-02;25.0;10.0;26.0;16.0;5.0;;2019;2019-02-02;3195;MADRID, RETIRO;MADRID;667.0;4.6;0.0;1.6;1.6;32.0;3.9;14.2;9.2;940.1;920.7;2;5;2019;1;Winter
2019-02-02;2019-02-02;25.0;10.0;26.0;16.0;5.0;;2019;2019-02-02;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;5.1;0.0;0.0;0.0;28.0;4.7;18.9;9.2;939.85;920.4;2;5;2019;1;Winter
2019-02-03;2019-02-03;28.0;29.0;8.0;45.0;4.0;;2019;2019-02-03;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;3.8;0.0;-2.0;-2.0;29.0;1.4;9.2;9.8;948.1;939.6;2;5;2019;1;Winter
2019-02-03;2019-02-03;28.0;29.0;8.0;45.0;4.0;;2019;2019-02-03;3195;MADRID, RETIRO;MADRID;667.0;4.0;0.0;-0.3;-0.3;5.0;1.4;12.2;9.8;949.8;941.3;2;5;2019;1;Winter
2019-02-03;2019-02-03;28.0;29.0;8.0;45.0;4.0;;2019;2019-02-03;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;4.4;0.0;-2.5;-2.5;24.0;1.4;7.2;9.8;948.95;940.45;2;5;2019;1;Winter
2019-02-04;2019-02-04;66.0;44.0;10.0;51.0;7.0;;2019;2019-02-04;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;4.6;0.0;-2.8;-2.8;24.0;1.1;5.6;9.3;949.0;946.6;2;6;2019;1;Winter
2019-02-04;2019-02-04;66.0;44.0;10.0;51.0;7.0;;2019;2019-02-04;3195;MADRID, RETIRO;MADRID;667.0;4.8;0.0;-1.4;-1.4;23.0;0.8;3.6;9.3;951.0;949.0;2;6;2019;1;Winter
2019-02-04;2019-02-04;66.0;44.0;10.0;51.0;7.0;;2019;2019-02-04;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;4.5;0.0;-4.7;-4.7;36.0;1.4;4.2;9.3;950.0;947.8;2;6;2019;1;Winter
2019-02-05;2019-02-05;84.0;33.0;10.0;39.0;5.0;;2019;2019-02-05;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;8.2;0.0;1.0;1.0;25.0;1.1;5.3;9.9;949.5;946.7;2;6;2019;1;Winter
2019-02-05;2019-02-05;84.0;33.0;10.0;39.0;5.0;;2019;2019-02-05;3195;MADRID, RETIRO;MADRID;667.0;8.1;0.0;1.7;1.7;23.0;0.8;5.0;9.9;951.6;948.8;2;6;2019;1;Winter
2019-02-05;2019-02-05;84.0;33.0;10.0;39.0;5.0;;2019;2019-02-05;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;7.8;0.0;-1.6;-1.6;26.0;0.8;5.0;9.9;950.55;947.75;2;6;2019;1;Winter
2019-02-06;2019-02-06;69.0;41.0;7.0;46.0;7.0;;2019;2019-02-06;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;9.3;0.0;3.0;3.0;23.0;1.9;6.7;9.2;947.3;942.9;2;6;2019;1;Winter
2019-02-06;2019-02-06;69.0;41.0;7.0;46.0;7.0;;2019;2019-02-06;3195;MADRID, RETIRO;MADRID;667.0;9.7;0.0;4.4;4.4;26.0;1.7;6.1;9.2;949.5;945.0;2;6;2019;1;Winter
2019-02-06;2019-02-06;69.0;41.0;7.0;46.0;7.0;;2019;2019-02-06;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;8.2;0.0;-0.3;-0.3;24.0;0.6;6.4;9.2;948.4;943.95;2;6;2019;1;Winter
2019-02-07;2019-02-07;83.0;34.0;21.0;36.0;7.0;;2019;2019-02-07;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;9.2;0.0;2.0;2.0;24.0;1.7;6.7;9.3;944.2;941.8;2;6;2019;1;Winter
2019-02-07;2019-02-07;83.0;34.0;21.0;36.0;7.0;;2019;2019-02-07;3195;MADRID, RETIRO;MADRID;667.0;9.0;0.0;3.0;3.0;23.0;0.8;4.4;9.3;946.0;942.3;2;6;2019;1;Winter
2019-02-07;2019-02-07;83.0;34.0;21.0;36.0;7.0;;2019;2019-02-07;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;8.6;0.0;0.0;0.0;26.0;1.1;5.0;9.3;945.1;942.05;2;6;2019;1;Winter
2019-02-08;2019-02-08;72.0;29.0;15.0;30.0;5.0;;2019;2019-02-08;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;8.4;0.0;1.7;1.7;21.0;1.9;8.9;9.6;943.6;940.4;2;6;2019;1;Winter
2019-02-08;2019-02-08;72.0;29.0;15.0;30.0;5.0;;2019;2019-02-08;3195;MADRID, RETIRO;MADRID;667.0;8.6;0.0;2.8;2.8;24.0;1.1;7.8;9.6;945.5;942.7;2;6;2019;1;Winter
2019-02-08;2019-02-08;72.0;29.0;15.0;30.0;5.0;;2019;2019-02-08;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;7.2;0.0;-1.6;-1.6;24.0;1.1;7.5;9.6;944.55;941.55;2;6;2019;1;Winter
2019-02-09;2019-02-09;72.0;19.0;19.0;16.0;4.0;;2019;2019-02-09;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;6.8;0.0;1.0;1.0;24.0;1.7;6.7;5.3;944.1;940.9;2;6;2019;1;Winter
2019-02-09;2019-02-09;72.0;19.0;19.0;16.0;4.0;;2019;2019-02-09;3195;MADRID, RETIRO;MADRID;667.0;7.4;0.0;2.9;2.9;24.0;1.1;6.1;5.3;946.0;943.0;2;6;2019;1;Winter
2019-02-09;2019-02-09;72.0;19.0;19.0;16.0;4.0;;2019;2019-02-09;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;6.6;0.0;-0.4;-0.4;23.0;1.7;5.6;5.3;945.05;941.95;2;6;2019;1;Winter
2019-02-10;2019-02-10;52.0;15.0;23.0;27.0;5.0;;2019;2019-02-10;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;7.8;0.0;3.7;3.7;24.0;7.8;14.4;4.0;943.9;940.7;2;6;2019;1;Winter
2019-02-10;2019-02-10;52.0;15.0;23.0;27.0;5.0;;2019;2019-02-10;3195;MADRID, RETIRO;MADRID;667.0;7.6;0.0;4.1;4.1;24.0;2.5;10.8;4.0;946.0;943.0;2;6;2019;1;Winter
2019-02-10;2019-02-10;52.0;15.0;23.0;27.0;5.0;;2019;2019-02-10;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;8.0;0.0;2.9;2.9;27.0;2.2;11.1;4.0;944.95;941.85;2;6;2019;1;Winter
2019-02-11;2019-02-11;32.0;19.0;24.0;29.0;6.0;;2019;2019-02-11;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;9.4;0.0;4.4;4.4;29.0;1.9;8.9;9.8;950.1;943.6;2;7;2019;1;Winter
2019-02-11;2019-02-11;32.0;19.0;24.0;29.0;6.0;;2019;2019-02-11;3195;MADRID, RETIRO;MADRID;667.0;9.4;0.0;5.7;5.7;4.0;1.7;8.6;9.8;952.0;945.5;2;7;2019;1;Winter
2019-02-11;2019-02-11;32.0;19.0;24.0;29.0;6.0;;2019;2019-02-11;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;8.8;0.0;1.7;1.7;99.0;2.2;9.7;9.8;951.05;944.55;2;7;2019;1;Winter
2019-02-12;2019-02-12;41.0;31.0;22.0;40.0;6.0;;2019;2019-02-12;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;8.0;0.0;2.0;2.0;4.0;1.4;7.2;10.1;951.3;949.1;2;7;2019;1;Winter
2019-02-12;2019-02-12;41.0;31.0;22.0;40.0;6.0;;2019;2019-02-12;3195;MADRID, RETIRO;MADRID;667.0;8.0;0.0;3.0;3.0;5.0;0.8;8.3;10.1;953.8;951.1;2;7;2019;1;Winter
2019-02-12;2019-02-12;41.0;31.0;22.0;40.0;6.0;;2019;2019-02-12;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;6.8;0.0;-1.5;-1.5;8.0;1.1;7.2;10.1;952.55;950.1;2;7;2019;1;Winter
2019-02-13;2019-02-13;62.0;32.0;20.0;37.0;6.0;;2019;2019-02-13;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;9.1;0.0;2.3;2.3;11.0;0.6;3.6;10.3;950.2;947.8;2;7;2019;1;Winter
2019-02-13;2019-02-13;62.0;32.0;20.0;37.0;6.0;;2019;2019-02-13;3195;MADRID, RETIRO;MADRID;667.0;9.4;0.0;4.4;4.4;12.0;0.8;4.7;10.3;952.6;949.9;2;7;2019;1;Winter
2019-02-13;2019-02-13;62.0;32.0;20.0;37.0;6.0;;2019;2019-02-13;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;7.6;0.0;-1.4;-1.4;8.0;0.3;5.0;10.3;951.4;948.85;2;7;2019;1;Winter
2019-02-14;2019-02-14;62.0;39.0;15.0;44.0;6.0;;2019;2019-02-14;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;8.2;0.0;1.8;1.8;12.0;1.9;6.7;10.3;951.6;947.8;2;7;2019;1;Winter
2019-02-14;2019-02-14;62.0;39.0;15.0;44.0;6.0;;2019;2019-02-14;3195;MADRID, RETIRO;MADRID;667.0;8.0;0.0;3.0;3.0;99.0;0.8;5.0;10.3;953.7;949.9;2;7;2019;1;Winter
2019-02-14;2019-02-14;62.0;39.0;15.0;44.0;6.0;;2019;2019-02-14;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;6.4;0.0;-1.7;-1.7;7.0;0.8;5.0;10.3;952.65;948.85;2;7;2019;1;Winter
2019-02-15;2019-02-15;75.0;35.0;33.0;26.0;5.0;;2019;2019-02-15;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;9.0;0.0;2.0;2.0;9.0;0.8;4.7;10.1;948.7;944.4;2;7;2019;1;Winter
2019-02-15;2019-02-15;75.0;35.0;33.0;26.0;5.0;;2019;2019-02-15;3195;MADRID, RETIRO;MADRID;667.0;9.0;0.0;3.4;3.4;10.0;0.8;4.4;10.1;950.4;947.0;2;7;2019;1;Winter
2019-02-15;2019-02-15;75.0;35.0;33.0;26.0;5.0;;2019;2019-02-15;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;7.6;0.0;-1.7;-1.7;99.0;0.6;3.6;10.1;949.55;945.7;2;7;2019;1;Winter
2019-02-16;2019-02-16;66.0;22.0;34.0;25.0;4.0;;2019;2019-02-16;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;11.0;0.0;4.9;4.9;12.0;3.3;10.3;10.1;947.3;943.4;2;7;2019;1;Winter
2019-02-16;2019-02-16;66.0;22.0;34.0;25.0;4.0;;2019;2019-02-16;3195;MADRID, RETIRO;MADRID;667.0;11.0;0.0;5.9;5.9;12.0;2.8;8.1;10.1;949.2;946.0;2;7;2019;1;Winter
2019-02-16;2019-02-16;66.0;22.0;34.0;25.0;4.0;;2019;2019-02-16;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;9.7;0.0;2.0;2.0;10.0;2.2;8.6;10.1;948.25;944.7;2;7;2019;1;Winter
2019-02-17;2019-02-17;47.0;29.0;20.0;32.0;5.0;;2019;2019-02-17;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;9.9;0.0;3.7;3.7;10.0;1.9;6.7;10.4;945.4;939.3;2;7;2019;1;Winter
2019-02-17;2019-02-17;47.0;29.0;20.0;32.0;5.0;;2019;2019-02-17;3195;MADRID, RETIRO;MADRID;667.0;9.5;0.0;4.0;4.0;5.0;1.7;6.7;10.4;948.3;940.4;2;7;2019;1;Winter
2019-02-17;2019-02-17;47.0;29.0;20.0;32.0;5.0;;2019;2019-02-17;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;7.7;0.0;-0.8;-0.8;8.0;1.7;5.6;10.4;946.85;939.85;2;7;2019;1;Winter
2019-02-18;2019-02-18;55.0;40.0;25.0;36.0;4.0;;2019;2019-02-18;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;9.4;0.0;4.2;4.2;10.0;1.7;7.8;7.7;940.3;937.3;2;8;2019;1;Winter
2019-02-18;2019-02-18;55.0;40.0;25.0;36.0;4.0;;2019;2019-02-18;3195;MADRID, RETIRO;MADRID;667.0;9.4;0.0;4.5;4.5;14.0;1.1;5.0;7.7;942.9;939.5;2;8;2019;1;Winter
2019-02-18;2019-02-18;55.0;40.0;25.0;36.0;4.0;;2019;2019-02-18;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;9.0;0.0;2.9;2.9;8.0;1.7;5.6;7.7;941.6;938.4;2;8;2019;1;Winter
2019-02-19;2019-02-19;65.0;47.0;28.0;41.0;4.0;;2019;2019-02-19;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;10.0;0.0;4.5;4.5;99.0;1.7;5.3;9.4;941.0;938.4;2;8;2019;1;Winter
2019-02-19;2019-02-19;65.0;47.0;28.0;41.0;4.0;;2019;2019-02-19;3195;MADRID, RETIRO;MADRID;667.0;9.7;0.0;5.4;5.4;8.0;0.8;4.4;9.4;942.9;940.5;2;8;2019;1;Winter
2019-02-19;2019-02-19;65.0;47.0;28.0;41.0;4.0;;2019;2019-02-19;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;8.8;0.0;1.8;1.8;26.0;1.1;5.0;9.4;941.95;939.45;2;8;2019;1;Winter
2019-02-20;2019-02-20;69.0;51.0;30.0;40.0;4.0;;2019;2019-02-20;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;9.2;0.0;3.1;3.1;20.0;1.4;6.1;9.6;945.5;940.9;2;8;2019;1;Winter
2019-02-20;2019-02-20;69.0;51.0;30.0;40.0;4.0;;2019;2019-02-20;3195;MADRID, RETIRO;MADRID;667.0;9.4;0.0;4.3;4.3;25.0;0.6;5.3;9.6;947.2;942.8;2;8;2019;1;Winter
2019-02-20;2019-02-20;69.0;51.0;30.0;40.0;4.0;;2019;2019-02-20;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;8.3;0.0;0.6;0.6;24.0;1.1;6.1;9.6;946.35;941.85;2;8;2019;1;Winter
2019-02-21;2019-02-21;72.0;48.0;28.0;47.0;6.0;;2019;2019-02-21;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;10.5;0.0;3.5;3.5;14.0;1.1;6.7;9.9;950.8;945.5;2;8;2019;1;Winter
2019-02-21;2019-02-21;72.0;48.0;28.0;47.0;6.0;;2019;2019-02-21;3195;MADRID, RETIRO;MADRID;667.0;10.7;0.0;5.2;5.2;5.0;0.8;5.0;9.9;953.0;946.8;2;8;2019;1;Winter
2019-02-21;2019-02-21;72.0;48.0;28.0;47.0;6.0;;2019;2019-02-21;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;9.0;0.0;0.3;0.3;24.0;1.1;5.3;9.9;951.9;946.15;2;8;2019;1;Winter
2019-02-22;2019-02-22;68.0;44.0;24.0;45.0;5.0;;2019;2019-02-22;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;11.0;0.0;3.5;3.5;24.0;1.7;5.6;10.2;951.8;949.1;2;8;2019;1;Winter
2019-02-22;2019-02-22;68.0;44.0;24.0;45.0;5.0;;2019;2019-02-22;3195;MADRID, RETIRO;MADRID;667.0;11.6;0.0;5.0;5.0;6.0;0.8;6.1;10.2;953.7;949.7;2;8;2019;1;Winter
2019-02-22;2019-02-22;68.0;44.0;24.0;45.0;5.0;;2019;2019-02-22;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;9.8;0.0;-0.4;-0.4;26.0;0.6;5.8;10.2;952.75;949.4;2;8;2019;1;Winter
2019-02-23;2019-02-23;67.0;41.0;39.0;29.0;4.0;;2019;2019-02-23;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;10.8;0.0;2.5;2.5;9.0;1.7;4.7;7.9;950.3;946.5;2;8;2019;1;Winter
2019-02-23;2019-02-23;67.0;41.0;39.0;29.0;4.0;;2019;2019-02-23;3195;MADRID, RETIRO;MADRID;667.0;10.9;0.0;3.7;3.7;4.0;0.6;5.6;7.9;952.3;948.7;2;8;2019;1;Winter
2019-02-23;2019-02-23;67.0;41.0;39.0;29.0;4.0;;2019;2019-02-23;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;9.0;0.0;-1.6;-1.6;25.0;0.8;3.9;7.9;951.3;947.6;2;8;2019;1;Winter
2019-02-24;2019-02-24;66.0;41.0;30.0;49.0;6.0;;2019;2019-02-24;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;12.3;0.0;5.4;5.4;99.0;0.8;4.7;9.9;951.8;947.9;2;8;2019;1;Winter
2019-02-24;2019-02-24;66.0;41.0;30.0;49.0;6.0;;2019;2019-02-24;3195;MADRID, RETIRO;MADRID;667.0;13.4;0.0;8.1;8.1;4.0;0.8;6.1;9.9;954.1;949.9;2;8;2019;1;Winter
2019-02-24;2019-02-24;66.0;41.0;30.0;49.0;6.0;;2019;2019-02-24;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;10.2;0.0;0.8;0.8;4.0;0.8;5.3;9.9;952.95;948.9;2;8;2019;1;Winter
2019-02-25;2019-02-25;68.0;46.0;31.0;41.0;4.0;;2019;2019-02-25;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;12.2;0.0;5.0;5.0;22.0;1.7;6.1;10.5;951.9;948.3;2;9;2019;1;Winter
2019-02-25;2019-02-25;68.0;46.0;31.0;41.0;4.0;;2019;2019-02-25;3195;MADRID, RETIRO;MADRID;667.0;12.4;0.0;6.4;6.4;4.0;0.8;4.2;10.5;954.5;948.9;2;9;2019;1;Winter
2019-02-25;2019-02-25;68.0;46.0;31.0;41.0;4.0;;2019;2019-02-25;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;10.6;0.0;1.1;1.1;26.0;1.4;4.7;10.5;953.2;948.6;2;9;2019;1;Winter
2019-02-26;2019-02-26;72.0;31.0;33.0;43.0;4.0;;2019;2019-02-26;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;12.8;0.0;5.0;5.0;18.0;1.4;7.8;10.6;950.2;947.5;2;9;2019;1;Winter
2019-02-26;2019-02-26;72.0;31.0;33.0;43.0;4.0;;2019;2019-02-26;3195;MADRID, RETIRO;MADRID;667.0;13.4;0.0;7.1;7.1;16.0;1.7;6.9;10.6;952.0;950.0;2;9;2019;1;Winter
2019-02-26;2019-02-26;72.0;31.0;33.0;43.0;4.0;;2019;2019-02-26;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;11.2;0.0;1.6;1.6;25.0;1.1;6.1;10.6;951.1;948.75;2;9;2019;1;Winter
2019-02-27;2019-02-27;52.0;32.0;24.0;50.0;5.0;;2019;2019-02-27;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;12.8;0.0;5.0;5.0;26.0;1.4;6.7;10.1;949.1;946.5;2;9;2019;1;Winter
2019-02-27;2019-02-27;52.0;32.0;24.0;50.0;5.0;;2019;2019-02-27;3195;MADRID, RETIRO;MADRID;667.0;13.4;0.0;7.0;7.0;28.0;1.4;5.3;10.1;951.2;948.6;2;9;2019;1;Winter
2019-02-27;2019-02-27;52.0;32.0;24.0;50.0;5.0;;2019;2019-02-27;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;11.0;0.0;0.6;0.6;24.0;1.1;6.1;10.1;950.15;947.55;2;9;2019;1;Winter
2019-02-28;2019-02-28;55.0;32.0;38.0;37.0;4.0;;2019;2019-02-28;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;11.8;0.0;4.3;4.3;28.0;1.4;5.3;7.3;949.3;945.9;2;9;2019;1;Winter
2019-02-28;2019-02-28;55.0;32.0;38.0;37.0;4.0;;2019;2019-02-28;3195;MADRID, RETIRO;MADRID;667.0;12.4;0.0;6.2;6.2;6.0;0.8;5.0;7.3;951.5;947.5;2;9;2019;1;Winter
2019-02-28;2019-02-28;55.0;32.0;38.0;37.0;4.0;;2019;2019-02-28;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;10.2;0.0;0.5;0.5;29.0;0.8;4.2;7.3;950.4;946.7;2;9;2019;1;Winter
2019-03-01;2019-03-01;60.0;28.0;35.0;33.0;4.0;;2019;2019-03-01;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;12.6;0.0;5.5;5.5;22.0;2.5;7.2;10.4;946.1;941.8;3;9;2019;2;Spring
2019-03-01;2019-03-01;60.0;28.0;35.0;33.0;4.0;;2019;2019-03-01;3195;MADRID, RETIRO;MADRID;667.0;13.2;0.0;6.8;6.8;6.0;1.7;7.2;10.4;946.8;944.1;3;9;2019;2;Spring
2019-03-01;2019-03-01;60.0;28.0;35.0;33.0;4.0;;2019;2019-03-01;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;11.6;0.0;1.9;1.9;23.0;1.7;6.1;10.4;946.45;942.95;3;9;2019;2;Spring
2019-03-02;2019-03-02;60.0;30.0;35.0;29.0;4.0;;2019;2019-03-02;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;13.5;0.0;6.0;6.0;23.0;2.2;6.7;10.5;946.5;943.7;3;9;2019;2;Spring
